candidate,nominal_coverage,sbp_coverage,dbp_coverage,sbp_mean_width,dbp_mean_width
resnet_multiview10__physio_multitask_aug,0.9,0.9001072468208978,0.9001510210335092,53.1536750793457,33.75658416748047
resnet_derivative5__l1,0.9,0.9001510210335092,0.9001947952461206,53.851524353027344,34.045265197753906
spectral_multi10,0.9,0.8996913918010899,0.8997789402263127,53.61660385131836,33.77403259277344
