candidate_id,mae_sbp,mae_dbp,mean_mae,worst_target_mae,rmse_sbp,rmse_dbp,bias_sbp,bias_dbp,pearson_sbp,pearson_dbp,selection_score,tail_count,tail_mae_sbp,tail_mae_dbp,high_count,high_mae_sbp,high_mae_dbp,low_count,low_mae_sbp,low_mae_dbp,high_bp_sensitivity,high_bp_specificity,sbp_within_5,sbp_within_10,sbp_within_15,dbp_within_5,dbp_within_10,dbp_within_15,clinical_selection_score,innovation_label,selection_role,patient_macro_mae_sbp,patient_macro_mae_dbp,parameters
OUTER_TRAINING_MEAN_REPEATED,14.377387046813965,9.625605583190918,12.001496315002441,14.377387046813965,17.83491325378418,12.259684562683105,0.0010691285133361816,0.00021172943525016308,-0.02476296248269688,-0.03375266765612514,0.7956938743591309,23018,15.790922164916992,11.32620620727539,3626,34.6741943359375,21.289676666259766,27699,13.031707763671875,8.122116088867188,0.0,1.0,0.20506029897787215,0.406837532009893,0.5885661756659152,0.3241042701744402,0.5951760817702292,0.7926853290726433,0.8229423761367798,,,,,
ENSEMBLE_BASELINE_ACCURACY_EQUAL,12.831249237060549,8.132193565368652,10.481721878051758,12.831249237060549,16.14897918701172,10.633337020874023,-0.525942325592041,-0.7583593130111694,0.4266955508673661,0.5013991772683146,0.6914329528808594,23018,13.461390495300291,8.371512413024902,3626,27.748937606811523,16.646778106689453,27699,11.593067169189451,6.656591415405273,0.0157198014340871,0.999881130684925,0.2420932828470748,0.4640066536803169,0.655190527260391,0.3949747203922169,0.6922453982358993,0.8656350543894592,0.6982899308204651,equal_ensemble_prior_plus_accuracy_finalist,prespecified_equal_ensemble,12.828832626342772,8.132381439208984,1852605.0
PRIOR_WINNER_FIXED,12.841883659362791,8.157209396362305,10.49954605102539,12.841883659362791,16.198524475097656,10.649213790893556,-0.9124755859375,-0.6500549912452698,0.4245053020638931,0.4982683306520419,0.692751407623291,23018,13.325726509094238,8.434453964233398,3626,27.91539764404297,16.521547317504883,27699,11.512490272521973,6.728846073150635,0.0336458907887479,0.99890640230131,0.2437129287136947,0.4670270743505001,0.6560441244063122,0.3921293965724791,0.6907351879008077,0.8645844732867868,0.6989697217941284,prior_resnet_multiview10_multitask,fixed_prior_winner,12.839680671691896,8.157391548156738,1146884.0
